id;created_at;Proteina;TipoCocionProteina;Complemento;Descripcion
847;2025-08-24;Pescado;al Horno; con Arroz verde y Ensalada de repollo con zanahoria;Pescado al Horno  con Arroz verde y Ensalada de repollo con zanahoria
848;2025-08-24;Pescado;al Horno; con Arroz verde y Tajadas;Pescado al Horno  con Arroz verde y Tajadas
849;2025-08-24;Pescado;al Horno; con Arroz verde;Pescado al Horno  con Arroz verde
850;2025-08-24;Pescado;al Horno; con Puré de papas y Ensalada de papa;Pescado al Horno  con Puré de papas y Ensalada de papa
851;2025-08-24;Pescado;al Horno; con Puré de papas y Tajadas;Pescado al Horno  con Puré de papas y Tajadas
852;2025-08-24;Pescado;al Horno; con Puré de papas;Pescado al Horno  con Puré de papas
853;2025-08-24;Pescado;al Horno; con Papas fritas y Ensalada de papa;Pescado al Horno  con Papas fritas y Ensalada de papa
854;2025-08-24;Pescado;al Horno; con Papas fritas y Ensalada de repollo con zanahoria;Pescado al Horno  con Papas fritas y Ensalada de repollo con zanahoria
855;2025-08-24;Pescado;al Horno; con Papas fritas y Tajadas;Pescado al Horno  con Papas fritas y Tajadas
856;2025-08-24;Pescado;al Horno; con Papas fritas;Pescado al Horno  con Papas fritas
857;2025-08-24;Pescado;al Horno; con Papas asadas y Ensalada de papa;Pescado al Horno  con Papas asadas y Ensalada de papa
858;2025-08-24;Pescado;al Horno; con Papas asadas y Ensalada de repollo con zanahoria;Pescado al Horno  con Papas asadas y Ensalada de repollo con zanahoria
859;2025-08-24;Pescado;al Horno; con Papas asadas y Tajadas;Pescado al Horno  con Papas asadas y Tajadas
860;2025-08-24;Pescado;al Horno; con Papas asadas;Pescado al Horno  con Papas asadas
861;2025-08-24;Pescado;al Horno; con Patacones y Ensalada de papa;Pescado al Horno  con Patacones y Ensalada de papa
862;2025-08-24;Pescado;al Horno; con Patacones y Ensalada de repollo con zanahoria;Pescado al Horno  con Patacones y Ensalada de repollo con zanahoria
863;2025-08-24;Pescado;al Horno; con Patacones y Tajadas;Pescado al Horno  con Patacones y Tajadas
864;2025-08-24;Pescado;al Horno; con Patacones;Pescado al Horno  con Patacones
865;2025-08-24;Mixto;; con arroz Blanco;Mixto   con arroz Blanco
866;2025-08-24;Pollo;Sancocho; con Arroz Blanco;Pollo Sancocho  con Arroz Blanco
867;2025-08-24;Pollo;Lasaña en salsa Blanca;;Pollo Lasaña en salsa Blanca 
868;2025-08-24;Pollo;Lasaña en salsa Blanca; con Pan de ajo;Pollo Lasaña en salsa Blanca  con Pan de ajo
869;2025-08-24;Pollo;Lasaña en salsa Blanca; con Brochettas de tomate;Pollo Lasaña en salsa Blanca  con Brochettas de tomate
870;2025-08-24;Pollo;Lasaña en salsa Roja;;Pollo Lasaña en salsa Roja 
871;2025-08-24;Pollo;Lasaña en salsa Roja; con Pan de ajo;Pollo Lasaña en salsa Roja  con Pan de ajo
872;2025-08-24;Pollo;Lasaña en salsa Roja; con Brochettas de tomate;Pollo Lasaña en salsa Roja  con Brochettas de tomate
873;2025-08-24;Carne de Res;Lasaña en salsa Roja;;Carne de Res Lasaña en salsa Roja 
874;2025-08-24;Carne de Res;Lasaña en salsa Roja; con Pan de ajo;Carne de Res Lasaña en salsa Roja  con Pan de ajo
875;2025-08-24;Carne de Res;Lasaña en salsa Roja; con Brochettas de tomate;Carne de Res Lasaña en salsa Roja  con Brochettas de tomate
